itinerario,endereco,referencia,horario,turno
03 - Francisco Morato ( Apoio ),Rod. Bandeirantes - Jundiaí - Jundiaí,Sem Ponto,13:15,T2
03 - Francisco Morato ( Apoio ),R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Ponto Antes da Lojas Cem,20:45,T3
03 - Francisco Morato ( Apoio ),R. João Mendes Júnior - Centro - Francisco Morato,Esplanada Móveis,20:49,T3
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Hospital Estadual de Francisco Morato - Lacaz,20:51,T3
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Prefeitura Municipal de Francisco Morato,20:53,T3
03 - Francisco Morato ( Apoio ),Rod. Manoel Silvério Pinto - Jd. Bandeirantes - Francisco Morato,Federzoni Casa & Construção,20:57,T3
03 - Francisco Morato ( Apoio ),Rod. Presidente Trancredo Neves - Chacara Maristela - Franco da Rocha,Aldeia da Esperança,21:05,T3
03 - Francisco Morato ( Apoio ),Rod. Edgar Maximo Zamboto - Chacara Maristela - Franco da Rocha,Kelvion,21:10,T3
03 - Francisco Morato ( Apoio ),Marg. Rod. Anhanguera - Jundiaí - Jundiaí,Sem Ponto,21:22,T3
03 - Francisco Morato ( Apoio ),Rod. Bandeirantes - Jundiaí - Jundiaí,Sem Ponto,21:23,T3
03 - Francisco Morato ( Apoio ),R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Ponto Antes da Lojas Cem,4:35,T4
03 - Francisco Morato ( Apoio ),R. João Mendes Júnior - Centro - Francisco Morato,Esplanada Móveis,4:40,T4
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Hospital Estadual de Francisco Morato - Lacaz,4:43,T4
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Prefeitura Municipal de Francisco Morato,4:44,T4
03 - Francisco Morato ( Apoio ),Rod. Manoel Silvério Pinto - Jd. Bandeirantes - Francisco Morato,Federzoni Casa & Construção,4:47,T4
03 - Francisco Morato ( Apoio ),Rod. Presidente Trancredo Neves - Chacara Maristela - Franco da Rocha,Aldeia da Esperança,4:54,T4
03 - Francisco Morato ( Apoio ),Rod. Edgar Maximo Zamboto - Chacara Maristela - Franco da Rocha,Kelvion,4:58,T4
03 - Francisco Morato ( Apoio ),Marg. Rod. Anhanguera - Jundiaí - Jundiaí,Sem Ponto,5:15,T4
03 - Francisco Morato ( Apoio ),Rod. Bandeirantes - Jundiaí - Jundiaí,Sem Ponto,5:16,T4
04 - Itupeva,R. Geraldo Ferraz - Monte Serrat - Itupeva,Caixa D'água,3:50,T1
04 - Itupeva,R. Vicente Tonoli - Monte Serrat - Itupeva,Recanto Nordestino,3:55,T1
04 - Itupeva,Praça São Paulo - Centro - Itupeva,Rodoviária de Itupeva,4:02,T1
04 - Itupeva,Rua Emancipadores do Municipio - Centro - Itupeva,Latorre Pizzaria,4:04,T1
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Jd. Ana Luiza - Itupeva,Supermercado Monte Serrat,4:08,T1
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Posto Amigão de Itupeva,4:09,T1
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Bar do Índio,4:09,T1
04 - Itupeva,Av. Luiza Ferreira Pacheco Stella - Vila São João - Itupeva,Parque da Cidade,4:10,T1
04 - Itupeva,R. Alexandrina Matias de Oliveira - Bairro da Mina - Itupeva,Entra no semáforo Vai Até o Final e Volta ,4:12,T1
04 - Itupeva,Av. Emilio Chechinato - Jd. Alegria - Itupeva,Bosal,4:15,T1
04 - Itupeva,R. Amperico Simões - Bairro da Chave - Itupeva,Fareva Itupeva,4:20,T1
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Medeiros - Jundiaí,Restaurante São Judas Tadeu,4:25,T1
04 - Itupeva,Av. Reynaldo de Porcari - Medeiros - Jundiaí,Chácara das Palmeiras Imperiais,4:27,T1
04 - Itupeva,Av. João Gonçalves dos Réis - Medeiros - Jundiaí,Tato Colégio,4:28,T1
04 - Itupeva,Av. Francisco Nobre - Medeiros - Jundiaí,Mini Shopping Sarapiranga,4:30,T1
04 - Itupeva,Av. José Benassi - Res. Jundiaí - Jundiaí,Condomínio Gaivotas,4:35,T1
04 - Itupeva,Av. Eunice Cavalcante de Souza Queirós - Res. Jundiaí - Jundiaí,Escola Rola Bola,4:37,T1
04 - Itupeva,Av. Prof. Raymundo Faggiano - Pq. Almerinda Chaves - Jundiaí,Clube Komb,4:40,T1
04 - Itupeva,R. Mariano Latorre - Pq. Almerinda Chaves - Jundiaí,Lava Car Radar,4:43,T1
04 - Itupeva,R. Roque Marcelino - Pq. Almerinda Chaves - Jundiaí,Mercado Aliança,4:44,T1
04 - Itupeva,Av. Pastor Francesco Ciaramella - Pq. Almerinda Chaves - Jundiaí,Ponto de Ônibus Urbano,4:45,T1
04 - Itupeva,Est. Mun. do Varjão - Jd. Novo Horizonte - Jundiaí,Mercado Monteiro,4:48,T1
04 - Itupeva,Rua Daniel da Silva - Fazenda Grande - Jundiaí,UBS,4:57,T1
04 - Itupeva,R. Nancy Carlota Netto - Eloy Chaves - Jundiaí,Ponto de Ônibus Urbano do Covabra,5:00,T1
04 - Itupeva,R. Romeu Seckler Machado - Eloy Chaves - Jundiaí,Coopercica,5:02,T1
04 - Itupeva,Av. Luis Jose Sereno - Eloy Chaves - Jundiaí,Fávaro Materiais para Construção,5:04,T1
04 - Itupeva,Av. Antônio Pincinato - Rec. Quarto Centenario - Jundiaí,Hortifruti Kalimeira,5:12,T1
04 - Itupeva,Av. Amélia Latorre - Jd. Guanabara - Jundiaí,Agro Retiro Comércio Rações,5:13,T1
04 - Itupeva,Av. João Antonio Meccatti - Jd. Planalto - Jundiaí,Veredas Motel,5:16,T1
04 - Itupeva,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:20,T1
04 - Itupeva,R. Geraldo Ferraz - Monte Serrat - Itupeva,Caixa D'água,12:00,T2
04 - Itupeva,R. Vicente Tonoli - Monte Serrat - Itupeva,Recanto Nordestino,12:05,T2
04 - Itupeva,Praça São Paulo - Centro - Itupeva,Rodoviária de Itupeva,12:12,T2
04 - Itupeva,Rua Emancipadores do Municipio - Centro - Itupeva,Latorre Pizzaria,12:14,T2
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Jd. Ana Luiza - Itupeva,Supermercado Monte Serrat,12:18,T2
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Posto Amigão de Itupeva,12:19,T2
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Bar do Índio,12:19,T2
04 - Itupeva,Av. Luiza Ferreira Pacheco Stella - Vila São João - Itupeva,Parque da Cidade,12:20,T2
04 - Itupeva,R. Alexandrina Matias de Oliveira - Bairro da Mina - Itupeva,Entra no semáforo Vai Até o Final e Volta ,4:22,T2
04 - Itupeva,Av. Emilio Chechinato - Jd. Alegria - Itupeva,Bosal,12:25,T2
04 - Itupeva,R. Amperico Simões - Bairro da Chave - Itupeva,Fareva Itupeva,12:30,T2
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Medeiros - Jundiaí,Restaurante São Judas Tadeu,12:35,T2
04 - Itupeva,Av. Reynaldo de Porcari - Medeiros - Jundiaí,Chácara das Palmeiras Imperiais,12:37,T2
04 - Itupeva,Av. João Gonçalves dos Réis - Medeiros - Jundiaí,Tato Colégio,12:38,T2
04 - Itupeva,Av. Francisco Nobre - Medeiros - Jundiaí,Mini Shopping Sarapiranga,12:40,T2
04 - Itupeva,Av. José Benassi - Res. Jundiaí - Jundiaí,Condomínio Gaivotas,12:45,T2
04 - Itupeva,Av. Eunice Cavalcante de Souza Queirós - Res. Jundiaí - Jundiaí,Escola Rola Bola,12:47,T2
04 - Itupeva,Av. Prof. Raymundo Faggiano - Pq. Almerinda Chaves - Jundiaí,Clube Komb,12:50,T2
04 - Itupeva,R. Mariano Latorre - Pq. Almerinda Chaves - Jundiaí,Lava Car Radar,12:52,T2
04 - Itupeva,R. Roque Marcelino - Pq. Almerinda Chaves - Jundiaí,Mercado Aliança,12:53,T2
04 - Itupeva,Av. Pastor Francesco Ciaramella - Pq. Almerinda Chaves - Jundiaí,Ponto de Ônibus Urbano,12:54,T2
04 - Itupeva,Est. Mun. do Varjão - Jd. Novo Horizonte - Jundiaí,Mercado Monteiro,12:55,T2
04 - Itupeva,Rua Daniel da Silva - Fazenda Grande - Jundiaí,UBS,13:00,T2
04 - Itupeva,R. Nancy Carlota Netto - Eloy Chaves - Jundiaí,Ponto de Ônibus Urbano do Covabra,13:03,T2
04 - Itupeva,R. Romeu Seckler Machado - Eloy Chaves - Jundiaí,Coopercica,13:04,T2
04 - Itupeva,Av. Luis Jose Sereno - Eloy Chaves - Jundiaí,Fávaro Materiais para Construção,13:06,T2
04 - Itupeva,Av. Antônio Pincinato - Rec. Quarto Centenario - Jundiaí,Hortifruti Kalimeira,13:14,T2
04 - Itupeva,Av. Amélia Latorre - Jd. Guanabara - Jundiaí,Agro Retiro Comércio Rações,13:15,T2
04 - Itupeva,Av. João Antonio Meccatti - Jd. Planalto - Jundiaí,Veredas Motel,13:17,T2
04 - Itupeva,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,13:20,T2
04 - Itupeva,R. Geraldo Ferraz - Monte Serrat - Itupeva,Caixa D'água,20:00,T3
04 - Itupeva,R. Vicente Tonoli - Monte Serrat - Itupeva,Recanto Nordestino,20:05,T3
04 - Itupeva,Praça São Paulo - Centro - Itupeva,Rodoviária de Itupeva,20:12,T3
04 - Itupeva,Rua Emancipadores do Municipio - Centro - Itupeva,Latorre Pizzaria,20:14,T3
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Jd. Ana Luiza - Itupeva,Supermercado Monte Serrat,20:18,T3
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Posto Amigão de Itupeva,20:19,T3
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Bar do Índio,20:19,T3
04 - Itupeva,Av. Luiza Ferreira Pacheco Stella - Vila São João - Itupeva,Parque da Cidade,20:20,T3
04 - Itupeva,R. Alexandrina Matias de Oliveira - Bairro da Mina - Itupeva,Entra no semáforo Vai Até o Final e Volta ,20:22,T3
04 - Itupeva,Av. Emilio Chechinato - Jd. Alegria - Itupeva,Bosal,20:25,T3
04 - Itupeva,R. Amperico Simões - Bairro da Chave - Itupeva,Fareva Itupeva,20:30,T3
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Medeiros - Jundiaí,Restaurante São Judas Tadeu,20:35,T3
04 - Itupeva,Av. Reynaldo de Porcari - Medeiros - Jundiaí,Chácara das Palmeiras Imperiais,20:37,T3
04 - Itupeva,Av. João Gonçalves dos Réis - Medeiros - Jundiaí,Tato Colégio,20:38,T3
04 - Itupeva,Av. Francisco Nobre - Medeiros - Jundiaí,Mini Shopping Sarapiranga,20:40,T3
04 - Itupeva,Av. José Benassi - Res. Jundiaí - Jundiaí,Condomínio Gaivotas,20:45,T3
04 - Itupeva,Av. Eunice Cavalcante de Souza Queirós - Res. Jundiaí - Jundiaí,Escola Rola Bola,20:47,T3
04 - Itupeva,Av. Prof. Raymundo Faggiano - Pq. Almerinda Chaves - Jundiaí,Clube Komb,20:50,T3
04 - Itupeva,R. Mariano Latorre - Pq. Almerinda Chaves - Jundiaí,Lava Car Radar,20:52,T3
04 - Itupeva,R. Roque Marcelino - Pq. Almerinda Chaves - Jundiaí,Mercado Aliança,20:53,T3
04 - Itupeva,Av. Pastor Francesco Ciaramella - Pq. Almerinda Chaves - Jundiaí,Ponto de Ônibus Urbano,20:54,T3
04 - Itupeva,Est. Mun. do Varjão - Jd. Novo Horizonte - Jundiaí,Mercado Monteiro,20:55,T3
04 - Itupeva,Rua Daniel da Silva - Fazenda Grande - Jundiaí,UBS,21:00,T3
04 - Itupeva,R. Nancy Carlota Netto - Eloy Chaves - Jundiaí,Ponto de Ônibus Urbano do Covabra,21:03,T3
04 - Itupeva,R. Romeu Seckler Machado - Eloy Chaves - Jundiaí,Coopercica,21:04,T3
04 - Itupeva,Av. Luis Jose Sereno - Eloy Chaves - Jundiaí,Fávaro Materiais para Construção,21:06,T3
04 - Itupeva,Av. Antônio Pincinato - Rec. Quarto Centenario - Jundiaí,Hortifruti Kalimeira,21:14,T3
04 - Itupeva,Av. Amélia Latorre - Jd. Guanabara - Jundiaí,Agro Retiro Comércio Rações,21:15,T3
04 - Itupeva,Av. João Antonio Meccatti - Jd. Planalto - Jundiaí,Veredas Motel,21:17,T3
04 - Itupeva,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,21:20,T3
04 - Itupeva,R. Geraldo Ferraz - Monte Serrat - Itupeva,Caixa D'água,3:50,T4
04 - Itupeva,R. Vicente Tonoli - Monte Serrat - Itupeva,Recanto Nordestino,3:55,T4
04 - Itupeva,Praça São Paulo - Centro - Itupeva,Rodoviária de Itupeva,4:02,T4
04 - Itupeva,Rua Emancipadores do Municipio - Centro - Itupeva,Latorre Pizzaria,4:04,T4
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Jd. Ana Luiza - Itupeva,Supermercado Monte Serrat,4:08,T4
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Posto Amigão de Itupeva,4:09,T4
04 - Itupeva,R. Benedita Cardoso Madeira - Res. Pacaembu - Itupeva,Bar do Índio,4:09,T4
04 - Itupeva,Av. Luiza Ferreira Pacheco Stella - Vila São João - Itupeva,Parque da Cidade,4:10,T4
04 - Itupeva,R. Alexandrina Matias de Oliveira - Bairro da Mina - Itupeva,Entra no semáforo Vai Até o Final e Volta ,4:12,T4
04 - Itupeva,Av. Emilio Chechinato - Jd. Alegria - Itupeva,Bosal,4:15,T4
04 - Itupeva,R. Amperico Simões - Bairro da Chave - Itupeva,Fareva Itupeva,4:20,T4
04 - Itupeva,Rod. Vice Pref. Hermenegildo Tonoli - Medeiros - Jundiaí,Restaurante São Judas Tadeu,4:25,T4
04 - Itupeva,Av. Reynaldo de Porcari - Medeiros - Jundiaí,Chácara das Palmeiras Imperiais,4:27,T4
04 - Itupeva,Av. João Gonçalves dos Réis - Medeiros - Jundiaí,Tato Colégio,4:28,T4
04 - Itupeva,Av. Francisco Nobre - Medeiros - Jundiaí,Mini Shopping Sarapiranga,4:30,T4
04 - Itupeva,Av. José Benassi - Res. Jundiaí - Jundiaí,Condomínio Gaivotas,4:35,T4
04 - Itupeva,Av. Eunice Cavalcante de Souza Queirós - Res. Jundiaí - Jundiaí,Escola Rola Bola,4:37,T4
04 - Itupeva,Av. Prof. Raymundo Faggiano - Pq. Almerinda Chaves - Jundiaí,Clube Komb,4:40,T4
04 - Itupeva,R. Mariano Latorre - Pq. Almerinda Chaves - Jundiaí,Lava Car Radar,4:43,T4
04 - Itupeva,R. Roque Marcelino - Pq. Almerinda Chaves - Jundiaí,Mercado Aliança,4:44,T4
04 - Itupeva,Av. Pastor Francesco Ciaramella - Pq. Almerinda Chaves - Jundiaí,Ponto de Ônibus Urbano,4:45,T4
04 - Itupeva,Est. Mun. do Varjão - Jd. Novo Horizonte - Jundiaí,Mercado Monteiro,4:48,T4
04 - Itupeva,Rua Daniel da Silva - Fazenda Grande - Jundiaí,UBS,4:57,T4
04 - Itupeva,R. Nancy Carlota Netto - Eloy Chaves - Jundiaí,Ponto de Ônibus Urbano do Covabra,5:00,T4
04 - Itupeva,R. Romeu Seckler Machado - Eloy Chaves - Jundiaí,Coopercica,5:02,T4
04 - Itupeva,Av. Luis Jose Sereno - Eloy Chaves - Jundiaí,Fávaro Materiais para Construção,5:04,T4
04 - Itupeva,Av. Antônio Pincinato - Rec. Quarto Centenario - Jundiaí,Hortifruti Kalimeira,5:12,T4
04 - Itupeva,Av. Amélia Latorre - Jd. Guanabara - Jundiaí,Agro Retiro Comércio Rações,5:13,T4
04 - Itupeva,Av. João Antonio Meccatti - Jd. Planalto - Jundiaí,Veredas Motel,5:16,T4
04 - Itupeva,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:20,T4
05 - Ivoturucaia,Av. José Mezzalira - Ivoturucaia - Jundiaí,Esquina com a Rua das Peras (Divisa com Campo Limpo),4:00,T1
05 - Ivoturucaia,R. Arcangelo Bianchini - Ivoturucaia - Jundiaí,Monsenhor Venerando Nalini,4:03,T1
05 - Ivoturucaia,Av. Dr. Walter Gossner - Jd. America 4 - Varzea Paulista,Posto Serrano,4:05,T1
05 - Ivoturucaia,R. Parati - Jd. America 4 - Varzea Paulista,Lateral Cemitério,4:06,T1
05 - Ivoturucaia,R. Itupeva - Jd. America 4 - Varzea Paulista,Esquina com a Rua Paratí,4:07,T1
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Escola Estadual Armando Dias,4:11,T1
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Panobianco Pacaembu,4:12,T1
05 - Ivoturucaia,R.Guaratinguetá - Jd. Paulista - Varzea Paulista,Padaria e Confeitaria JP,4:13,T1
05 - Ivoturucaia,Av. São Vicente - Jd. Paulista - Varzea Paulista,Quadra de areia,4:14,T1
05 - Ivoturucaia,Av. Tanabi - Jd. America 3 - Varzea Paulista,Igreja Congregação,4:15,T1
05 - Ivoturucaia,Av. Pequerí - Jd. America 3 - Varzea Paulista,Mineirinho Gás,4:16,T1
05 - Ivoturucaia,Av. Tapira - Jd. America 3 - Varzea Paulista,Ponto de Ônibus Urbano,4:17,T1
05 - Ivoturucaia,R. Tupã - Jd. America 2 - Varzea Paulista,Ponto de Ônibus Urbano,4:18,T1
05 - Ivoturucaia,R. Nipoã - Jd. America 2 - Varzea Paulista,Mercado Aliança,4:19,T1
05 - Ivoturucaia,Rua Irerê - Jd. America 2 - Varzea Paulista,Caixa D'água,4:20,T1
05 - Ivoturucaia,R. Orós - Jd. America 2 - Varzea Paulista,Esquina com a Rua Barretos,4:21,T1
05 - Ivoturucaia,R. Barretos - Jd. Novo Mundo - Varzea Paulista,Até entrada do Jardim novo Mundo (Mercado Tradição),4:25,T1
05 - Ivoturucaia,R. Canarios - Cidade Nova 2 - Varzea Paulista,Ponto de Ônibus Urbano,4:30,T1
05 - Ivoturucaia,R. Bem Te Vi - Cidade Nova 2 - Varzea Paulista,Megga Mania Cidade Nova 2,4:26,T1
05 - Ivoturucaia,R. Curió - Cidade Nova 2 - Varzea Paulista,Tuca Cabelo e Arte,4:25,T1
05 - Ivoturucaia,R. João de Barro - Cidade Nova 2 - Varzea Paulista,Pizzaria deguste,4:24,T1
05 - Ivoturucaia,R. Garças - Cidade Nova 2 - Varzea Paulista,Loja Van modas,4:25,T1
05 - Ivoturucaia,R. Ricardo Aizza - Cidade Nova 2 - Varzea Paulista,Igreja Congregação,4:26,T1
05 - Ivoturucaia,R. Itirapina - Jd. América 1 - Varzea Paulista,Ponto de Ônibus Urbano,4:28,T1
05 - Ivoturucaia,R. Guaiba - Jd. América 1 - Varzea Paulista,Tubolar Elétrictubolar Elétrica E Hidráulicaa E Hidráulica,4:29,T1
05 - Ivoturucaia,R. Marabá - Jd. América 1 - Varzea Paulista,Portal da Comida / Mercado Rama,4:30,T1
05 - Ivoturucaia,Av. Paraibuna - Jd. América 1 - Varzea Paulista,Mercado Dinho,4:35,T1
05 - Ivoturucaia,R. Sorocaba - Jd. América 1 - Varzea Paulista,Giga Atacadista,4:40,T1
05 - Ivoturucaia,Av. Marginal Rio Jundiaí - Dristrito Industrial - Varzea Paulista,Posto 1500,4:45,T1
05 - Ivoturucaia,Rua Santa Maria - Pte. São João - Jundiaí,Mercado Oxxo,4:51,T1
05 - Ivoturucaia,Av. Luiz Zorzetti - Pte. São João - Jundiaí,Ponto de Ônibus Urbano,4:53,T1
05 - Ivoturucaia,R. Dino - Pte. São João - Jundiaí,Congregação Cristã no Brasil - Ponte São João,4:57,T1
05 - Ivoturucaia,R. José Belesso - Pte. São João - Jundiaí,Centro Automotivo Amaral Pneus,5:00,T1
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Posto Shell,5:05,T1
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Maxi Shopping,5:07,T1
05 - Ivoturucaia,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,5:10,T1
05 - Ivoturucaia,Av. Armando Giassetti - Jd. Sorocabana - Jundiaí,Unip,5:12,T1
05 - Ivoturucaia,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:15,T1
05 - Ivoturucaia,Av. José Mezzalira - Ivoturucaia - Jundiaí,Esquina com a Rua das Peras (Divisa com Campo Limpo),12:00,T2
05 - Ivoturucaia,R. Arcangelo Bianchini - Ivoturucaia - Jundiaí,Monsenhor Venerando Nalini,12:03,T2
05 - Ivoturucaia,Av. Dr. Walter Gossner - Jd. America 4 - Varzea Paulista,Posto Serrano,12:05,T2
05 - Ivoturucaia,R. Parati - Jd. America 4 - Varzea Paulista,Lateral Cemitério,12:06,T2
05 - Ivoturucaia,R. Itupeva - Jd. America 4 - Varzea Paulista,Esquina com a Rua Paratí,12:07,T2
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Escola Estadual Armando Dias,12:11,T2
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Panobianco Pacaembu,12:12,T2
05 - Ivoturucaia,R.Guaratinguetá - Jd. Paulista - Varzea Paulista,Padaria e Confeitaria JP,12:13,T2
05 - Ivoturucaia,Av. São Vicente - Jd. Paulista - Varzea Paulista,Quadra de areia,12:14,T2
05 - Ivoturucaia,Av. Tanabi - Jd. America 3 - Varzea Paulista,Igreja Congregação,12:15,T2
05 - Ivoturucaia,Av. Pequerí - Jd. America 3 - Varzea Paulista,Mineirinho Gás,12:16,T2
05 - Ivoturucaia,Av. Tapira - Jd. America 3 - Varzea Paulista,Ponto de Ônibus Urbano,12:17,T2
05 - Ivoturucaia,R. Tupã - Jd. America 2 - Varzea Paulista,Ponto de Ônibus Urbano,12:18,T2
05 - Ivoturucaia,R. Nipoã - Jd. America 2 - Varzea Paulista,Mercado Aliança,12:19,T2
05 - Ivoturucaia,Rua Irerê - Jd. America 2 - Varzea Paulista,Caixa D'água,12:20,T2
05 - Ivoturucaia,R. Orós - Jd. America 2 - Varzea Paulista,Esquina com a Rua Barretos,12:21,T2
05 - Ivoturucaia,R. Barretos - Jd. Novo Mundo - Varzea Paulista,Até entrada do Jardim novo Mundo (Mercado Tradição),12:22,T2
05 - Ivoturucaia,R. Canarios - Cidade Nova 2 - Varzea Paulista,Ponto de Ônibus Urbano,12:30,T2
05 - Ivoturucaia,R. Bem Te Vi - Cidade Nova 2 - Varzea Paulista,Megga Mania Cidade Nova 2,12:26,T2
05 - Ivoturucaia,R. Curió - Cidade Nova 2 - Varzea Paulista,Tuca Cabelo e Arte,12:25,T2
05 - Ivoturucaia,R. João de Barro - Cidade Nova 2 - Varzea Paulista,Pizzaria deguste,12:24,T2
05 - Ivoturucaia,R. Garças - Cidade Nova 2 - Varzea Paulista,Loja Van modas,12:25,T2
05 - Ivoturucaia,R. Ricardo Aizza - Cidade Nova 2 - Varzea Paulista,Igreja Congregação,12:26,T2
05 - Ivoturucaia,R. Itirapina - Jd. América 1 - Varzea Paulista,Ponto de Ônibus Urbano,12:28,T2
05 - Ivoturucaia,R. Guaiba - Jd. América 1 - Varzea Paulista,Tubolar Elétrictubolar Elétrica E Hidráulicaa E Hidráulica,12:29,T2
05 - Ivoturucaia,R. Marabá - Jd. América 1 - Varzea Paulista,Portal da Comida / Mercado Rama,12:30,T2
05 - Ivoturucaia,Av. Paraibuna - Jd. América 1 - Varzea Paulista,Mercado Dinho,12:35,T2
05 - Ivoturucaia,R. Sorocaba - Jd. América 1 - Varzea Paulista,Giga Atacadista,12:40,T2
05 - Ivoturucaia,Av. Marginal Rio Jundiaí - Dristrito Industrial - Varzea Paulista,Posto 1500,12:45,T2
05 - Ivoturucaia,Rua Santa Maria - Pte. São João - Jundiaí,Mercado Oxxo,12:51,T2
05 - Ivoturucaia,Av. Luiz Zorzetti - Pte. São João - Jundiaí,Ponto de Ônibus Urbano,12:53,T2
05 - Ivoturucaia,R. Dino - Pte. São João - Jundiaí,Congregação Cristã no Brasil - Ponte São João,12:57,T2
05 - Ivoturucaia,R. José Belesso - Pte. São João - Jundiaí,Centro Automotivo Amaral Pneus,13:00,T2
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Posto Shell,13:05,T2
05 - Ivoturucaia,Av. Antônio Frederico Ozanan - Vl. Rio Branco - Jundiaí,Maxi Shopping,13:07,T2
05 - Ivoturucaia,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,13:10,T2
05 - Ivoturucaia,Av. Armando Giassetti - Jd. Sorocabana - Jundiaí,Unip,13:12,T2
05 - Ivoturucaia,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,13:15,T2
05 - Ivoturucaia,Av. José Mezzalira - Ivoturucaia - Jundiaí,Esquina com a Rua das Peras (Divisa com Campo Limpo),20:00,T3
05 - Ivoturucaia,R. Arcangelo Bianchini - Ivoturucaia - Jundiaí,Monsenhor Venerando Nalini,20:03,T3
05 - Ivoturucaia,Av. Dr. Walter Gossner - Jd. America 4 - Varzea Paulista,Posto Serrano,20:05,T3
05 - Ivoturucaia,R. Parati - Jd. America 4 - Varzea Paulista,Lateral Cemitério,20:06,T3
05 - Ivoturucaia,R. Itupeva - Jd. America 4 - Varzea Paulista,Esquina com a Rua Paratí,20:07,T3
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Escola Estadual Armando Dias,20:11,T3
05 - Ivoturucaia,Av. Pacaembu - Jd. Paulista - Varzea Paulista,Panobianco Pacaembu,20:12,T3
05 - Ivoturucaia,R.Guaratinguetá - Jd. Paulista - Varzea Paulista,Padaria e Confeitaria JP,20:13,T3
05 - Ivoturucaia,Av. São Vicente - Jd. Paulista - Varzea Paulista,Quadra de areia,20:14,T3
05 - Ivoturucaia,Av. Tanabi - Jd. America 3 - Varzea Paulista,Igreja Congregação,20:15,T3
05 - Ivoturucaia,Av. Pequerí - Jd. America 3 - Varzea Paulista,Mineirinho Gás,20:16,T3
05 - Ivoturucaia,Av. Tapira - Jd. America 3 - Varzea Paulista,Ponto de Ônibus Urbano,20:17,T3
05 - Ivoturucaia,R. Tupã - Jd. America 2 - Varzea Paulista,Ponto de Ônibus Urbano,20:18,T3
05 - Ivoturucaia,R. Nipoã - Jd. America 2 - Varzea Paulista,Mercado Aliança,20:19,T3
05 - Ivoturucaia,Rua Irerê - Jd. America 2 - Varzea Paulista,Caixa D'água,20:20,T3
05 - Ivoturucaia,R. Orós - Jd. America 2 - Varzea Paulista,Esquina com a Rua Barretos,20:21,T3
05 - Ivoturucaia,R. Barretos - Jd. Novo Mundo - Varzea Paulista,Até entrada do Jardim novo Mundo (Mercado Tradição),20:22,T3
05 - Ivoturucaia,R. Canarios - Cidade Nova 2 - Varzea Paulista,Ponto de Ônibus Urbano,20:30,T3
05 - Ivoturucaia,R. Bem Te Vi - Cidade Nova 2 - Varzea Paulista,Megga Mania Cidade Nova 2,20:26,T3
